AID#,Orig pre-sprted Order,Grant #,Assay Name,Assay Target,Assay Sub-type,Assay Center,Grant Title,Assay Provider,Project UID,summary_aid_and_NA,summary_aid
602134,,HL052212-11,High content endocytosis assay monitoring labeled transferrin in dose with ld1A[mSRBI] cells,Secondary,Selectivity/Specificity Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602138,,HL052212-11,HDL Inhib: HDL efflux assay with cells containing C384S SR-B1 mutation,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602152,,HL052212-11,"Assess [3H]cholesterol efflux from cells to unlabeled HDL, in dose (AP)",Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602154,,HL052212-11,HDL Inhib: Reversibility Measured in Cell-Based System Using Plate Reader,Secondary,Orthagonal,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602155,,HL052212-11,HDL Inib: Lipid transport assay using radio-labeled HDL,Secondary,Orthagonal,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602285,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
623880,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
623880,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
623895,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624007,,HL052212-11,HDL Uptake Counterscreen Measured in Cell-Based System Using Plate Reader,Secondary,Selectivity/Specificity Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624010,,HL052212-11,HDL Inhib: Reversibility Measured in Cell-Based System Using Plate Reader,Secondary,Orthagonal,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624015,,HL052212-11,Radiolabeled HDL uptake in wild type SR-BI cells,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624017,,HL052212-11,"Assess [3H]cholesterol efflux from cells to unlabeled HDL, in dose (AP)",Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624022,,HL052212-11,Radiolabeled HDL uptake in wild type SR-BI cells,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624024,,HL052212-11,HDL binding assay with Alexa-488-HDL in dose with ld1A[mSRBI] cells,Secondary,Alternate Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624026,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624029,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
624029,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
485311,,MH090863-01,Quantitative high-throughput screening of  human DNA polymerase beta (?) inhibitors,Primary,--,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,485311,485311
485314,,MH090863-01,Quantitative high-throughput screening of  human DNA polymerase beta (?) inhibitors,Primary,--,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,#N/A,
540280,,MH090863-01,Quantitative high-throughput screening of  human DNA polymerase beta (?) inhibitors,Primary,--,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,#N/A,
540300,,MH090863-01,E.coli Klenow DNA synthesis assay,Secondary,Counter-screen Assay,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,#N/A,
540301,,MH090863-01,Counter screen HIV RT assay,Secondary,Counter-screen Assay,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,#N/A,
540325,,MH090863-01,Pol beta secondary radiolabeled primer extension assay (AP),Secondary,Alternate Assay,NCGC,Discovery and Characterization of Human DNA Polymerase Beta Inhibitors,Samuel Wilson,604,#N/A,
504462,,MH090871-01,Inhibitors of Autophagin 1 (ATG4B) mediated cleavage of an N-terminal LC3-PLA2 fusion protein substrate � ATG4B/LC3-PLA2 primary assay,Primary,--,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
504475,,MH090871-01,Inhibitors of Autophagin 1 (ATG4B) mediated cleavage of an N-terminal LC3-PLA2 fusion protein substrate � ATG4B/LC3-PLA2 primary assay,Primary,--,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,504475,504475
504756,,MH090871-01,Inhibitors of Autophagin 1 (ATG4B) mediated cleavage of an N-terminal LC3-PLA2 fusion protein substrate � ATG4B/LC3-PLA2 primary assay,Primary,--,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
504757,,MH090871-01,Inhibitors of Autophagin 1 (ATG4B) mediated cleavage of an N-terminal LC3-PLA2 fusion protein substrate � ATG4B/LC3-PLA2 primary assay,Primary,--,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
588400,,MH090871-01,Phospholipase A2 Inhibition Counterscreen for ATG4B/LC3-PLA2 primary assay,Secondary,Counter-screen Assay,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
588402,,MH090871-01,Phospholipase A2 Inhibition Counterscreen for ATG4B/LC3-PLA2 primary assay,Secondary,Counter-screen Assay,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
588584,,MH090871-01,Inhibitors of Autophagin 1 (ATG4B) mediated cleavage of an N-terminal LC3-PLA2 fusion protein substrate � ATG4B/LC3-PLA2 primary assay,Primary,--,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
588586,,MH090871-01,Phospholipase A2 Inhibition Counterscreen for ATG4B/LC3-PLA2 primary assay,Secondary,Counter-screen Assay,Burnham,Chemical Inhibitors of Autophagins for Autophagy modulation,John Reed,605,#N/A,
504810,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
504813,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,504813,504813
504821,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602292,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602292,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602293,,MH090855-01,Determination of selectivity of TSHR antagonists; LHR activity,Secondary,Selectivity/Specificity Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602441,,MH090855-01,Counterscreen for TSHR antagonists using parental HEK-EM 293 cells,Secondary,Counter-screen Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602442,,MH090855-01,Counterscreen for TSHR antagonists: Agonism of unstimulated TSHR,Secondary,Counter-screen Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
602448,,MH090855-01,Determination of selectivity of TSHR antagonists; FSHR activity,Secondary,Selectivity/Specificity Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,606,#N/A,
488980,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
488990,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,488990,488990
504379,,MH090855-01,Counterscreen for TSHR antagonists: Agonism of unstimulated TSHR,Secondary,Counter-screen Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504380,,MH090855-01,RT-PCR Analysis of TSH-dependent transcripts in primary cultures of human thyrocytes  (AP),Secondary,Alternate Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504384,,MH090855-01,Determination of selectivity of TSHR antagonists; FSHR activity,Secondary,Selectivity/Specificity Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504385,,MH090855-01,Determination of selectivity of TSHR antagonists; LHR activity,Secondary,Selectivity/Specificity Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504387,,MH090855-01,Confirmation of selective hit compounds and screen for inverse agonists  (AP),Secondary,Alternate Assay,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504812,,MH090855-01,HTS for small molecule antagonists of human TSHR,Primary,--,NCGC,Quantitative High-Throughput Screening for Small Molecule Antagonists of Human TS,Marvin Gershengorn,607,#N/A,
504865,,DA030552-01,qHTS discovery of human USP1/UAF1 inhibitors using the fluorogenic substrate ubiquitin-rhodamine110 (Ub-Rho),Primary,--,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,#N/A,
504878,,DA030552-01,qHTS discovery of human USP1/UAF1 inhibitors using the fluorogenic substrate ubiquitin-rhodamine110 (Ub-Rho),Primary,--,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,504878,504878
540327,,DA030552-01,qHTS discovery of human USP1/UAF1 inhibitors using the fluorogenic substrate ubiquitin-rhodamine110 (Ub-Rho),Primary,--,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,#N/A,
624341,,DA030552-01,USP7 diubiquitin SDS-PAGE gel assay (AP),Secondary,Selectivity/Specificity Assay,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,#N/A,
624345,,DA030552-01,USP2 diubiquitin SDS-PAGE gel assay (AP),Secondary,Selectivity/Specificity Assay,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,#N/A,
624346,,DA030552-01,USP1 diubiquitin SDS-PAGE gel assay (AP),Secondary,Alternate Assay,NCGC,Discovery of inhibitors against ubiquitin specific protease in human DNA damage r,Zhihao Zhuang,609,#N/A,
540308,,MH090877-01,Luminescence-based cell-based primary high throughput screening assay to identify biased ligands of the melanocortin 4 receptor (MC4R): MC4R agonists.,Primary,--,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,#N/A,
540319,,MH090877-01,Luminescence-based cell-based primary high throughput screening assay to identify biased ligands of the melanocortin 4 receptor (MC4R): MC4R agonists.,Primary,--,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,540319,540319
602192,,MH090877-01,Luminescence-based cell-based primary high throughput screening assay to identify biased ligands of the melanocortin 4 receptor (MC4R): MC4R agonists.,Primary,--,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,#N/A,
602194,,MH090877-01,Luminescence-based counterscreen for MC4R agonists: cell-based high throughput screening assay to identify agonists of heterodimerization of the mu 1 (OPRM1) and delta 1 (OPRD1) opioid receptors,Secondary,Counter-screen Assay,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,#N/A,
602263,,MH090877-01,Luminescence-based cell-based primary high throughput screening assay to identify biased ligands of the melanocortin 4 receptor (MC4R): MC4R agonists.,Primary,--,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,#N/A,
602264,,MH090877-01,Luminescence-based counterscreen for MC4R agonists: cell-based high throughput screening assay to identify agonists of heterodimerization of the mu 1 (OPRM1) and delta 1 (OPRD1) opioid receptors,Secondary,Counter-screen Assay,Scripps,Selective modulation of GPCR signal transduction with biased ligands,Scott DeWire,610,#N/A,
488979,,MH089480-1A1,qHTS Assay for TRPV1 Potentiators in TRPV1 Expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
488988,,MH089480-1A1,qHTS Assay for TRPV1 Potentiators in TRPV1 Expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,488988,488988
540275,,MH089480-1A1,qHTS Assay for TRPV1 Agonists in TRPV1 expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
540277,,MH089480-1A1,qHTS Assay for TRPV1 Potentiators in TRPV1 Expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
588633,,MH089480-1A1,Medium-throughput electrophysiology on TRPV1 HEK293-cells,Secondary,Alternate Assay,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
602331,,MH089480-1A1,Medium-throughput electrophysiology on TRPV1 HEK293-cells,Secondary,Alternate Assay,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
623958,,MH089480-1A1,qHTS Assay for TRPV1 Potentiators in TRPV1 Expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
623959,,MH089480-1A1,qHTS Assay for TRPV1 Agonists in TRPV1 expressing HEK-EM 293 Cells,Primary,--,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
623960,,MH089480-1A1,Counterscreen for small molecule agonists and allosteric false positives in parental HEK293 cell line,Secondary,Counter-screen Assay,NCGC,HTS for Identifying Allosteric Modulators of TRPV1 receptor,Michael Iadarola,611,#N/A,
485292,,DA030553-01,L3MBTL1 AlphaScreen HTS Assay,Primary,--,NCGC,High-Throughput Screening for the Discovery of Novel Scaffolds that Anatagonize M,William Janzen,612,485292,485292
485360,,DA030553-01,L3MBTL1 AlphaScreen HTS Assay,Primary,--,NCGC,High-Throughput Screening for the Discovery of Novel Scaffolds that Anatagonize M,William Janzen,612,#N/A,
540279,,DA030553-01,L3MBTL1 AlphaScreen HTS Assay,Primary,--,NCGC,High-Throughput Screening for the Discovery of Novel Scaffolds that Anatagonize M,William Janzen,612,#N/A,
602224,,DA030553-01,L3MBTL1 AlphaScreen Counterscreen Assay,Secondary,Counter-screen Assay,NCGC,High-Throughput Screening for the Discovery of Novel Scaffolds that Anatagonize M,William Janzen,612,#N/A,
624246,,NS066464-01,qHTS to identify inhibitors of the protein/DNA interaction between ERG Ets domain and DNA using FP asay,Primary,--,NCGC,Screening for inhibitors for ERG in prostate cancer,John Bushweller,613,#N/A,
624266,,NS066464-01,qHTS to identify inhibitors of the protein/DNA interaction between ERG Ets domain and DNA using FP asay,Primary,--,NCGC,Screening for inhibitors for ERG in prostate cancer,John Bushweller,613,624266,624266
493098,,NS064746-01A1,DiscoveRx Human CCR6 antagonists primary assay,Primary,--,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,,0
493159,,NS064746-01A1,DiscoveRx Human CCR6 antagonists primary assay,Primary,--,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,493159,493159
504712,,NS064746-01A1,?-Galactosidase Inhibition Counterscreen,Secondary,Counter-screen Assay,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,#N/A,
504728,,NS064746-01A1,DiscoveRx Human CCR6 antagonists primary assay,Primary,--,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,,0
540334,,NS064746-01A1,DiscoveRx Human CCR6 antagonists primary assay,Primary,--,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,,0
540340,,NS064746-01A1,Human CXCR5 Antagonist Receptor Selectivity Assay,Secondary,Alternate Assay,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,#N/A,
588359,,NS064746-01A1,SAR analysis counterscreen of small molecule antagonists of the CCR6 receptor using an APJ receptor luminescent beta-arrestin assay,Secondary,Counter-screen Assay,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,614,#N/A,
493098,,NS064746-01A1,DiscoveRx Human CCR6 antagonists primary assay,Primary,--,Burnham,HTS to Idenify Novel Chemical Probes for CCR6,Greg Roth,615,#N/A,
